genus_1,genus_2,genus_1_normalized,genus_2_normalized,edit_similarity,jaccard_similarity,llm_relationship
a bell-shaped distribution curve,the process of performance analysis,bell shaped distribution curve,process of performance analysis,0.0968,0.0,DIFFERENT
a bell-shaped distribution curve,the process of spreading business costs in accounting,bell shaped distribution curve,process of spreading business costs in accounting,0.2653,0.0,DIFFERENT
a bell-shaped distribution curve,the quantity of a good or service,bell shaped distribution curve,quantity of a good or service,0.1333,0.0,DIFFERENT
a bell-shaped distribution curve,the reduction in taxes paid,bell shaped distribution curve,reduction in taxes paid,0.1333,0.0,DIFFERENT
a bell-shaped distribution curve,the resources,bell shaped distribution curve,resource,0.2,0.0,DIFFERENT
a bell-shaped distribution curve,the risk,bell shaped distribution curve,risk,0.0667,0.0,DIFFERENT
a bell-shaped distribution curve,the risk of investment losses,bell shaped distribution curve,risk of investment loss,0.1667,0.0,DIFFERENT
a bell-shaped distribution curve,the risk taken by a bond investor,bell shaped distribution curve,risk taken by a bond investor,0.1667,0.0,DIFFERENT
a bell-shaped distribution curve,the scheduling of periodic repayment of a debt,bell shaped distribution curve,scheduling of periodic repayment of a debt,0.2619,0.0,DIFFERENT
a bell-shaped distribution curve,the study and application,bell shaped distribution curve,study and application,0.2667,0.0,DIFFERENT
a bell-shaped distribution curve,the study of the economy,bell shaped distribution curve,study of the economy,0.1667,0.0,DIFFERENT
a bell-shaped distribution curve,the study of the economy as a whole,bell shaped distribution curve,study of the economy as a whole,0.129,0.0,DIFFERENT
a bell-shaped distribution curve,the sum of all cash flows received from an investment,bell shaped distribution curve,sum of all cash flows received from an investment,0.2041,0.0,DIFFERENT
a bell-shaped distribution curve,the sum of an asset’s annual returns over a number of years,bell shaped distribution curve,sum of an assets annual returns over a number of year,0.2075,0.0,DIFFERENT
a bell-shaped distribution curve,the target interest rate,bell shaped distribution curve,target interest rate,0.2333,0.0,DIFFERENT
a bell-shaped distribution curve,the terms that are part of a sales credit agreement,bell shaped distribution curve,terms that are part of a sales credit agreement,0.2128,0.0,DIFFERENT
a bell-shaped distribution curve,the time period,bell shaped distribution curve,time period,0.2,0.0,DIFFERENT
a bell-shaped distribution curve,the total amount of capital,bell shaped distribution curve,total amount of capital,0.1333,0.0,DIFFERENT
a bell-shaped distribution curve,the total assets of a company,bell shaped distribution curve,total assets of a company,0.1333,0.0,DIFFERENT
a bell-shaped distribution curve,the total dollar value of legal tender,bell shaped distribution curve,total dollar value of legal tender,0.1471,0.0,DIFFERENT
a bell-shaped distribution curve,the total return,bell shaped distribution curve,total return,0.2,0.0,DIFFERENT
a bell-shaped distribution curve,the value,bell shaped distribution curve,value,0.1,0.0,DIFFERENT
a bell-shaped distribution curve,the value of a company traded on the stock market,bell shaped distribution curve,value of a company traded on the stock market,0.2667,0.0,DIFFERENT
a bell-shaped distribution curve,the value of a firm’s stock,bell shaped distribution curve,value of a firms stock,0.2,0.0,DIFFERENT
a bell-shaped distribution curve,the value of an asset,bell shaped distribution curve,value of an asset,0.1667,0.0,DIFFERENT
a bell-shaped distribution curve,the value of an asset or holding,bell shaped distribution curve,value of an asset or holding,0.1333,0.0,DIFFERENT
a bell-shaped distribution curve,the vertical axis,bell shaped distribution curve,vertical axis,0.1333,0.0,DIFFERENT
a bell-shaped distribution curve,the world’s largest stock exchange by market capitalization of its listed companies,bell shaped distribution curve,worlds largest stock exchange by market capitalization of its listed company,0.2105,0.0,DIFFERENT
a bell-shaped distribution curve,the yield,bell shaped distribution curve,yield,0.0667,0.0,DIFFERENT
a bell-shaped distribution curve,total book value (assets – liabilities) of a firm,bell shaped distribution curve,total book value assets – liabilities of a firm,0.2553,0.0,DIFFERENT
a bell-shaped distribution curve,US government debt obligations,bell shaped distribution curve,us government debt obligation,0.1333,0.0,DIFFERENT
a bell-shaped distribution curve,very large CDs,bell shaped distribution curve,very large cds,0.2,0.0,DIFFERENT
a bell-shaped distribution curve,when a firm has trouble,bell shaped distribution curve,when a firm has trouble,0.2333,0.0,DIFFERENT
a bell-shaped distribution curve,when an issuer fails to make scheduled interest or principal payments,bell shaped distribution curve,when an issuer fails to make scheduled interest or principal payment,0.2059,0.0,DIFFERENT
a benchmark interest rate,a bond,benchmark interest rate,bond,0.087,0.0,DIFFERENT
a benchmark interest rate,a chart,benchmark interest rate,chart,0.2174,0.0,DIFFERENT
a benchmark interest rate,a closely held corporation,benchmark interest rate,closely held corporation,0.0833,0.0,DIFFERENT
a benchmark interest rate,a collection of financial investments,benchmark interest rate,collection of financial investment,0.2059,0.0,DIFFERENT
a benchmark interest rate,"a common set of accounting principles, standards, and procedures",benchmark interest rate,common set of accounting principles standards and procedure,0.1864,0.0,DIFFERENT
a benchmark interest rate,a common type of unsecured bond,benchmark interest rate,common type of unsecured bond,0.2069,0.0,DIFFERENT
a benchmark interest rate,a company,benchmark interest rate,company,0.1304,0.0,DIFFERENT
a benchmark interest rate,a company’s total debt,benchmark interest rate,companys total debt,0.1739,0.0,DIFFERENT
a benchmark interest rate,a continuous probability distribution,benchmark interest rate,continuous probability distribution,0.2,0.0,DIFFERENT
a benchmark interest rate,a contractual agreement between two parties,benchmark interest rate,contractual agreement between two party,0.3077,0.0,DIFFERENT
a benchmark interest rate,a corporation,benchmark interest rate,corporation,0.1739,0.0,DIFFERENT
a benchmark interest rate,a cost,benchmark interest rate,cost,0.1304,0.0,DIFFERENT
a benchmark interest rate,a document,benchmark interest rate,document,0.1739,0.0,DIFFERENT
a benchmark interest rate,a feature of certain bonds or other fixed-income instruments,benchmark interest rate,feature of certain bonds or other fixed income instrument,0.2105,0.0,DIFFERENT
a benchmark interest rate,a financial ratio,benchmark interest rate,financial ratio,0.2609,0.0,DIFFERENT
a benchmark interest rate,a financial statement,benchmark interest rate,financial statement,0.2174,0.0,DIFFERENT
a benchmark interest rate,a for-profit organization,benchmark interest rate,for profit organization,0.1304,0.0,DIFFERENT
a benchmark interest rate,a forecast for the dependent variable,benchmark interest rate,forecast for the dependent variable,0.2857,0.0,DIFFERENT
a benchmark interest rate,a form of business,benchmark interest rate,form of business,0.1739,0.0,DIFFERENT
a benchmark interest rate,a form of corporate entity,benchmark interest rate,form of corporate entity,0.1667,0.0,DIFFERENT
a benchmark interest rate,a formal arrangement,benchmark interest rate,formal arrangement,0.2174,0.0,DIFFERENT
a benchmark interest rate,a general increase,benchmark interest rate,general increase,0.4348,0.0,DIFFERENT
a benchmark interest rate,a graphic representation of a general ledger account,benchmark interest rate,graphic representation of a general ledger account,0.18,0.0,DIFFERENT
a benchmark interest rate,a graphical display,benchmark interest rate,graphical display,0.1739,0.0,DIFFERENT
a benchmark interest rate,a group of people,benchmark interest rate,group of people,0.1304,0.0,DIFFERENT
a benchmark interest rate,a group within the United States Department of Labor,benchmark interest rate,group within the united states department of labor,0.22,0.0,DIFFERENT
a benchmark interest rate,"a large, independent agency of the United States federal government",benchmark interest rate,large independent agency of the united states federal government,0.2031,0.0,DIFFERENT
a benchmark interest rate,a legal entity,benchmark interest rate,legal entity,0.2609,0.0,DIFFERENT
a benchmark interest rate,a legal structure for a corporation,benchmark interest rate,legal structure for a corporation,0.2121,0.0,DIFFERENT
a benchmark interest rate,a letter issued by a bank,benchmark interest rate,letter issued by a bank,0.1739,0.0,DIFFERENT
a benchmark interest rate,a limited liability company (LLC) or limited liability partnership (LLP),benchmark interest rate,limited liability company llc or limited liability partnership llp,0.197,0.0,DIFFERENT
a benchmark interest rate,a line,benchmark interest rate,line,0.1304,0.0,DIFFERENT
a benchmark interest rate,a major expenditure,benchmark interest rate,major expenditure,0.2609,0.0,DIFFERENT
a benchmark interest rate,a mathematical function,benchmark interest rate,mathematical function,0.1304,0.0,DIFFERENT
a benchmark interest rate,a mathematical method,benchmark interest rate,mathematical method,0.1739,0.0,DIFFERENT
a benchmark interest rate,a measure,benchmark interest rate,measure,0.2174,0.0,A_SUBSUMES_B
a benchmark interest rate,a measure of center of a data set,benchmark interest rate,measure of center of a data set,0.3226,0.0,RELATED
a benchmark interest rate,a measure of inflation,benchmark interest rate,measure of inflation,0.1739,0.0,RELATED
a benchmark interest rate,a measure of portfolio performance,benchmark interest rate,measure of portfolio performance,0.2188,0.0,RELATED
a benchmark interest rate,a measure of the association between two variables,benchmark interest rate,measure of the association between two variable,0.2553,0.0,DIFFERENT
a benchmark interest rate,a measure of the prices,benchmark interest rate,measure of the price,0.2609,0.0,DIFFERENT
a benchmark interest rate,a measure of the spread of a data set,benchmark interest rate,measure of the spread of a data set,0.2571,0.0,DIFFERENT
a benchmark interest rate,a meeting,benchmark interest rate,meeting,0.1739,0.0,DIFFERENT
a benchmark interest rate,a meeting or presentation,benchmark interest rate,meeting or presentation,0.2174,0.0,DIFFERENT
a benchmark interest rate,a method,benchmark interest rate,method,0.1304,0.0,DIFFERENT
a benchmark interest rate,a method for estimating the value of an investment,benchmark interest rate,method for estimating the value of an investment,0.2083,0.0,DIFFERENT
a benchmark interest rate,a method for valuating a company,benchmark interest rate,method for valuating a company,0.1667,0.0,DIFFERENT
a benchmark interest rate,a method of accounting,benchmark interest rate,method of accounting,0.1304,0.0,DIFFERENT
a benchmark interest rate,a method of comparing projects of different lives,benchmark interest rate,method of comparing projects of different live,0.2826,0.0,DIFFERENT
a benchmark interest rate,a method of comparing projects of differing lives,benchmark interest rate,method of comparing projects of differing live,0.2391,0.0,DIFFERENT
a benchmark interest rate,a method of organizing and summarizing a data set,benchmark interest rate,method of organizing and summarizing a data set,0.1915,0.0,DIFFERENT
